date,price_sterling,period
15/02/2018,70,19
15/02/2018,63,20
15/02/2018,47,21
15/02/2018,49.74,22
15/02/2018,42.39,23
16/02/2018,41.35,0
16/02/2018,42.03,1
16/02/2018,41.27,2
16/02/2018,40.93,3
16/02/2018,40.33,4
16/02/2018,41.04,5
16/02/2018,46.92,6
16/02/2018,52.49,7
16/02/2018,49.1,8
16/02/2018,62,9
16/02/2018,67,10
16/02/2018,47.03,11
16/02/2018,43.61,12
16/02/2018,43.01,13
16/02/2018,42.14,14
16/02/2018,41.76,15
16/02/2018,42.52,16
16/02/2018,43.19,17
16/02/2018,64.98,18
16/02/2018,76,19
16/02/2018,64.38,20
16/02/2018,43.3,21
16/02/2018,50.44,22
16/02/2018,41.03,23
17/02/2018,43.45,0
17/02/2018,44.96,1
17/02/2018,43.41,2
17/02/2018,42.99,3
17/02/2018,41.33,4
17/02/2018,41.8,5
17/02/2018,43.4,6
17/02/2018,44.31,7
17/02/2018,43.02,8
17/02/2018,53.02,9
17/02/2018,61.77,10
17/02/2018,57.47,11
17/02/2018,50.55,12
17/02/2018,45.55,13
17/02/2018,41.59,14
17/02/2018,41.54,15
17/02/2018,46.61,16
17/02/2018,45,17
17/02/2018,70,18
17/02/2018,85,19
17/02/2018,64,20
17/02/2018,44,21
17/02/2018,48.11,22
17/02/2018,43.02,23
18/02/2018,44.97,0
18/02/2018,50.44,1
18/02/2018,46.84,2
18/02/2018,44.31,3
18/02/2018,42.43,4
18/02/2018,41.38,5
18/02/2018,41.38,6
18/02/2018,43.44,7
18/02/2018,41.07,8
18/02/2018,42.55,9
18/02/2018,47,10
18/02/2018,49.33,11
18/02/2018,48.36,12
18/02/2018,52.44,13
18/02/2018,51.92,14
18/02/2018,47.94,15
18/02/2018,46.92,16
18/02/2018,45.73,17
18/02/2018,70,18
18/02/2018,82.79,19
18/02/2018,59.22,20
18/02/2018,46,21
18/02/2018,50.44,22
18/02/2018,42.27,23
19/02/2018,43.88,0
19/02/2018,44.31,1
19/02/2018,44.32,2
19/02/2018,44.31,3
19/02/2018,44.31,4
19/02/2018,43.87,5
19/02/2018,44.03,6
19/02/2018,52.61,7
19/02/2018,52.72,8
19/02/2018,55.56,9
19/02/2018,58.92,10
19/02/2018,54,11
19/02/2018,49.24,12
19/02/2018,48.13,13
19/02/2018,49.53,14
19/02/2018,49,15
19/02/2018,45.95,16
19/02/2018,54.02,17
19/02/2018,64.94,18
19/02/2018,82.54,19
19/02/2018,58.96,20
19/02/2018,46.39,21
19/02/2018,48.78,22
19/02/2018,42.55,23
20/02/2018,46.44,0
20/02/2018,46.44,1
20/02/2018,44.42,2
20/02/2018,43.06,3
20/02/2018,41.55,4
20/02/2018,40.74,5
20/02/2018,43.08,6
20/02/2018,54.43,7
20/02/2018,56.13,8
20/02/2018,56.06,9
20/02/2018,54.67,10
20/02/2018,50.86,11
20/02/2018,48.39,12
20/02/2018,46.84,13
20/02/2018,45.96,14
20/02/2018,45.21,15
20/02/2018,45.55,16
20/02/2018,48.5,17
20/02/2018,57.98,18
20/02/2018,84.95,19
20/02/2018,66.29,20
20/02/2018,53.44,21
20/02/2018,50,22
20/02/2018,43.44,23
21/02/2018,44.96,0
21/02/2018,46.93,1
21/02/2018,46.38,2
21/02/2018,45.48,3
21/02/2018,45.42,4
21/02/2018,44.01,5
21/02/2018,44.44,6
21/02/2018,53.76,7
21/02/2018,55.18,8
21/02/2018,62.27,9
21/02/2018,65.89,10
21/02/2018,54.33,11
21/02/2018,47.22,12
21/02/2018,49.33,13
21/02/2018,47.78,14
21/02/2018,46,15
21/02/2018,45.55,16
21/02/2018,50.4,17
21/02/2018,70.31,18
21/02/2018,89.9,19
21/02/2018,69.97,20
21/02/2018,48.93,21
21/02/2018,51,22
21/02/2018,43.58,23
22/02/2018,46,0
22/02/2018,47.96,1
22/02/2018,45.5,2
22/02/2018,49.24,3
22/02/2018,45.71,4
22/02/2018,45.43,5
22/02/2018,47.92,6
22/02/2018,53.7,7
22/02/2018,55.55,8
22/02/2018,67.1,9
22/02/2018,67.91,10
22/02/2018,53.96,11
22/02/2018,50.94,12
22/02/2018,47.65,13
22/02/2018,46.85,14
22/02/2018,46.85,15
22/02/2018,46.85,16
22/02/2018,51.34,17
22/02/2018,69.6,18
22/02/2018,90.01,19
22/02/2018,73.9,20
22/02/2018,55.55,21
22/02/2018,52.01,22
22/02/2018,47.46,23
23/02/2018,46.96,0
23/02/2018,49.47,1
23/02/2018,48,2
23/02/2018,46.6,3
23/02/2018,46.09,4
23/02/2018,46,5
23/02/2018,47.65,6
23/02/2018,56.19,7
23/02/2018,64.93,8
23/02/2018,75.6,9
23/02/2018,72.07,10
23/02/2018,50.23,11
23/02/2018,47.41,12
23/02/2018,46.59,13
23/02/2018,45.65,14
23/02/2018,45.58,15
23/02/2018,47.23,16
23/02/2018,49.54,17
23/02/2018,69.94,18
23/02/2018,88,19
23/02/2018,72.5,20
23/02/2018,49.84,21
23/02/2018,49.26,22
23/02/2018,46.03,23
24/02/2018,49.91,0
24/02/2018,50.94,1
24/02/2018,49.37,2
24/02/2018,46.4,3
24/02/2018,46.1,4
24/02/2018,45.68,5
24/02/2018,46.04,6
24/02/2018,46.66,7
24/02/2018,49.49,8
24/02/2018,59,9
24/02/2018,61,10
24/02/2018,55.45,11
24/02/2018,55.32,12
24/02/2018,55.06,13
24/02/2018,48.17,14
24/02/2018,46.61,15
24/02/2018,47.79,16
24/02/2018,54.15,17
24/02/2018,77.99,18
24/02/2018,105,19
24/02/2018,75,20
24/02/2018,53.02,21
24/02/2018,48.99,22
24/02/2018,46.91,23
25/02/2018,46.39,0
25/02/2018,48.73,1
25/02/2018,47.61,2
25/02/2018,46.39,3
25/02/2018,44.26,4
25/02/2018,44.06,5
25/02/2018,44.26,6
25/02/2018,45.65,7
25/02/2018,43.7,8
25/02/2018,44.07,9
25/02/2018,46.99,10
25/02/2018,49.66,11
25/02/2018,54.56,12
25/02/2018,58.32,13
25/02/2018,56.45,14
25/02/2018,53.87,15
25/02/2018,51.34,16
25/02/2018,65,17
25/02/2018,72.95,18
25/02/2018,95,19
25/02/2018,72.57,20
25/02/2018,61.3,21
25/02/2018,55,22
25/02/2018,47.25,23
26/02/2018,45.67,0
26/02/2018,45.09,1
26/02/2018,46.6,2
26/02/2018,46.39,3
26/02/2018,46.39,4
26/02/2018,46.39,5
26/02/2018,48.68,6
26/02/2018,63.49,7
26/02/2018,66.19,8
26/02/2018,63.67,9
26/02/2018,63,10
26/02/2018,59.1,11
26/02/2018,55.8,12
26/02/2018,55.89,13
26/02/2018,56.35,14
26/02/2018,58,15
26/02/2018,53.3,16
26/02/2018,56.41,17
26/02/2018,73.57,18
26/02/2018,102.29,19
26/02/2018,85,20
26/02/2018,62.5,21
26/02/2018,67.8,22
26/02/2018,55.33,23
27/02/2018,52.15,0
27/02/2018,53.15,1
27/02/2018,53.51,2
27/02/2018,50.01,3
27/02/2018,49.43,4
27/02/2018,50.23,5
27/02/2018,59.44,6
27/02/2018,81.21,7
27/02/2018,70,8
27/02/2018,75.11,9
27/02/2018,69.55,10
27/02/2018,54.42,11
27/02/2018,49.98,12
27/02/2018,50.88,13
27/02/2018,51.44,14
27/02/2018,51.44,15
27/02/2018,59.84,16
27/02/2018,61.02,17
27/02/2018,74.44,18
27/02/2018,90.97,19
27/02/2018,81.83,20
27/02/2018,60.02,21
27/02/2018,61.1,22
27/02/2018,49.98,23
28/02/2018,66.1,0
28/02/2018,64.76,1
28/02/2018,62.04,2
28/02/2018,59.48,3
28/02/2018,56.37,4
28/02/2018,58.21,5
28/02/2018,59.86,6
28/02/2018,68.58,7
28/02/2018,81.6,8
28/02/2018,80.88,9
28/02/2018,74.1,10
28/02/2018,55.68,11
28/02/2018,52.9,12
28/02/2018,52.51,13
28/02/2018,51.5,14
28/02/2018,50.81,15
28/02/2018,55.6,16
28/02/2018,59.55,17
28/02/2018,80,18
28/02/2018,91,19
28/02/2018,75.75,20
28/02/2018,58.4,21
28/02/2018,55.44,22
28/02/2018,48.19,23
01/03/2018,85,0
01/03/2018,79.3,1
01/03/2018,67.7,2
01/03/2018,62.19,3
01/03/2018,54.44,4
01/03/2018,61.3,5
01/03/2018,80.07,6
01/03/2018,84.82,7
01/03/2018,89.68,8
01/03/2018,100,9
01/03/2018,100.97,10
01/03/2018,102.35,11
01/03/2018,76.88,12
01/03/2018,75,13
01/03/2018,74.42,14
01/03/2018,74.18,15
01/03/2018,71.87,16
01/03/2018,74.98,17
01/03/2018,97.34,18
01/03/2018,129.9,19
01/03/2018,120,20
01/03/2018,79.01,21
01/03/2018,75,22
01/03/2018,50,23
02/03/2018,70.5,0
02/03/2018,55.48,1
02/03/2018,53.69,2
02/03/2018,52.08,3
02/03/2018,49.07,4
02/03/2018,49.09,5
02/03/2018,70.86,6
02/03/2018,108.74,7
02/03/2018,88.84,8
02/03/2018,111,9
02/03/2018,128.26,10
02/03/2018,118.22,11
02/03/2018,105.36,12
02/03/2018,98.76,13
02/03/2018,93.21,14
02/03/2018,93.74,15
02/03/2018,98.07,16
02/03/2018,119.99,17
02/03/2018,125,18
02/03/2018,185.1,19
02/03/2018,112.52,20
02/03/2018,92.08,21
02/03/2018,77.21,22
02/03/2018,64.92,23
03/03/2018,77.54,0
03/03/2018,99,1
03/03/2018,67.95,2
03/03/2018,52.14,3
03/03/2018,52.14,4
03/03/2018,51.12,5
03/03/2018,51.23,6
03/03/2018,60.65,7
03/03/2018,51.12,8
03/03/2018,80,9
03/03/2018,98.65,10
03/03/2018,85.75,11
03/03/2018,73.6,12
03/03/2018,71.86,13
03/03/2018,70.91,14
03/03/2018,68.1,15
03/03/2018,70.51,16
03/03/2018,71.14,17
03/03/2018,90.74,18
03/03/2018,148,19
03/03/2018,112.69,20
03/03/2018,73.6,21
03/03/2018,75.09,22
03/03/2018,67.41,23
04/03/2018,81.33,0
04/03/2018,87.36,1
04/03/2018,69.78,2
04/03/2018,50.23,3
04/03/2018,48.73,4
04/03/2018,47.62,5
04/03/2018,47.62,6
04/03/2018,47.62,7
04/03/2018,44.01,8
04/03/2018,48.73,9
04/03/2018,53.1,10
04/03/2018,65.7,11
04/03/2018,82.62,12
04/03/2018,70.18,13
04/03/2018,64.9,14
04/03/2018,55.1,15
04/03/2018,60.79,16
04/03/2018,83.86,17
04/03/2018,69.99,18
04/03/2018,140.16,19
04/03/2018,94.93,20
04/03/2018,52.28,21
04/03/2018,75.94,22
04/03/2018,48.1,23
05/03/2018,69.37,0
05/03/2018,62.62,1
05/03/2018,49,2
05/03/2018,47.58,3
05/03/2018,47.09,4
05/03/2018,46.73,5
05/03/2018,47.04,6
05/03/2018,69.36,7
05/03/2018,60.02,8
05/03/2018,68.6,9
05/03/2018,72.24,10
05/03/2018,64.86,11
05/03/2018,64.85,12
05/03/2018,63.02,13
05/03/2018,50.72,14
05/03/2018,50.64,15
05/03/2018,52.03,16
05/03/2018,78.5,17
05/03/2018,76.43,18
05/03/2018,110.06,19
05/03/2018,99.9,20
05/03/2018,52.41,21
05/03/2018,56.29,22
05/03/2018,45.1,23
06/03/2018,44.99,0
06/03/2018,44.99,1
06/03/2018,45.81,2
06/03/2018,44.06,3
06/03/2018,44.02,4
06/03/2018,43.96,5
06/03/2018,45.82,6
06/03/2018,53.52,7
06/03/2018,59.47,8
06/03/2018,59.73,9
06/03/2018,58.13,10
06/03/2018,50.55,11
06/03/2018,48.13,12
06/03/2018,47.09,13
06/03/2018,47.04,14
06/03/2018,47.07,15
06/03/2018,47.51,16
06/03/2018,49.6,17
06/03/2018,58,18
06/03/2018,90,19
06/03/2018,74.44,20
06/03/2018,62.87,21
06/03/2018,52.57,22
06/03/2018,49.08,23
07/03/2018,44.94,0
07/03/2018,45.94,1
07/03/2018,46.62,2
07/03/2018,46.5,3
07/03/2018,44.47,4
07/03/2018,44.31,5
07/03/2018,47,6
07/03/2018,51.29,7
07/03/2018,56.75,8
07/03/2018,67.8,9
07/03/2018,68.09,10
07/03/2018,54,11
07/03/2018,47.31,12
07/03/2018,45.01,13
07/03/2018,44.58,14
07/03/2018,44.42,15
07/03/2018,44.9,16
07/03/2018,49.32,17
07/03/2018,61.51,18
07/03/2018,87.62,19
07/03/2018,74.91,20
07/03/2018,52,21
07/03/2018,53.04,22
07/03/2018,43.99,23
08/03/2018,44.18,0
08/03/2018,47.75,1
08/03/2018,47.1,2
08/03/2018,44.12,3
08/03/2018,43.96,4
08/03/2018,43.96,5
08/03/2018,44.33,6
08/03/2018,47.2,7
08/03/2018,60.08,8
08/03/2018,68,9
08/03/2018,62.86,10
08/03/2018,49,11
08/03/2018,45.35,12
08/03/2018,44.4,13
08/03/2018,43.79,14
08/03/2018,43.79,15
08/03/2018,45,16
08/03/2018,49,17
08/03/2018,62.99,18
08/03/2018,88.9,19
08/03/2018,69.91,20
08/03/2018,52,21
08/03/2018,51,22
08/03/2018,42.95,23
09/03/2018,44.63,0
09/03/2018,47.18,1
09/03/2018,47,2
09/03/2018,46.15,3
09/03/2018,45.89,4
09/03/2018,45.57,5
09/03/2018,46,6
09/03/2018,51.3,7
09/03/2018,52.5,8
09/03/2018,61,9
09/03/2018,60.5,10
09/03/2018,56.5,11
09/03/2018,50,12
09/03/2018,48,13
09/03/2018,48,14
09/03/2018,48,15
09/03/2018,46.51,16
09/03/2018,65.3,17
09/03/2018,67.92,18
09/03/2018,90.2,19
09/03/2018,63,20
09/03/2018,49,21
09/03/2018,47.33,22
09/03/2018,40.9,23
10/03/2018,47.78,0
10/03/2018,51.07,1
10/03/2018,49,2
10/03/2018,45.18,3
10/03/2018,42.68,4
10/03/2018,40.55,5
10/03/2018,42.11,6
10/03/2018,42.55,7
10/03/2018,42.37,8
10/03/2018,48.22,9
10/03/2018,61.09,10
10/03/2018,62.49,11
10/03/2018,53.67,12
10/03/2018,51.4,13
10/03/2018,45.05,14
10/03/2018,43.08,15
10/03/2018,43.28,16
10/03/2018,48.32,17
10/03/2018,55.55,18
10/03/2018,85,19
10/03/2018,70.67,20
10/03/2018,53.17,21
10/03/2018,49.32,22
10/03/2018,43.28,23
11/03/2018,43.86,0
11/03/2018,51.34,1
11/03/2018,54.04,2
11/03/2018,46.92,3
11/03/2018,46.88,4
11/03/2018,44.41,5
11/03/2018,46.87,6
11/03/2018,46.87,7
11/03/2018,43.86,8
11/03/2018,46.36,9
11/03/2018,56.51,10
11/03/2018,52.87,11
11/03/2018,52.16,12
11/03/2018,59.92,13
11/03/2018,56,14
11/03/2018,46.38,15
11/03/2018,53.9,16
11/03/2018,57,17
11/03/2018,59.99,18
11/03/2018,88.9,19
11/03/2018,75.55,20
11/03/2018,53.44,21
11/03/2018,56.46,22
11/03/2018,46.05,23
12/03/2018,42.55,0
12/03/2018,44.05,1
12/03/2018,45.91,2
12/03/2018,42.58,3
12/03/2018,43.06,4
12/03/2018,42.19,5
12/03/2018,44.3,6
12/03/2018,51.1,7
12/03/2018,47.8,8
12/03/2018,58.1,9
12/03/2018,58.1,10
12/03/2018,57.06,11
12/03/2018,57,12
12/03/2018,55,13
12/03/2018,50.87,14
12/03/2018,45.03,15
12/03/2018,45.04,16
12/03/2018,57.93,17
12/03/2018,60.15,18
12/03/2018,97.94,19
12/03/2018,73,20
12/03/2018,47.07,21
12/03/2018,57.44,22
12/03/2018,44,23
13/03/2018,70.07,0
13/03/2018,69.91,1
13/03/2018,65.94,2
13/03/2018,58.55,3
13/03/2018,58.79,4
13/03/2018,58.57,5
13/03/2018,58.58,6
13/03/2018,80,7
13/03/2018,70,8
13/03/2018,90,9
13/03/2018,95.46,10
13/03/2018,73.93,11
13/03/2018,65.75,12
13/03/2018,61.99,13
13/03/2018,61.23,14
13/03/2018,65,15
13/03/2018,62,16
13/03/2018,84.7,17
13/03/2018,91.2,18
13/03/2018,191.55,19
13/03/2018,114,20
13/03/2018,73.25,21
13/03/2018,61.6,22
13/03/2018,53.6,23
14/03/2018,63.4,0
14/03/2018,69.97,1
14/03/2018,60.1,2
14/03/2018,50.02,3
14/03/2018,46.9,4
14/03/2018,46.69,5
14/03/2018,46.8,6
14/03/2018,62.84,7
14/03/2018,73.18,8
14/03/2018,80,9
14/03/2018,58.9,10
14/03/2018,49.79,11
14/03/2018,46.31,12
14/03/2018,45.71,13
14/03/2018,45.57,14
14/03/2018,45.56,15
14/03/2018,48.09,16
14/03/2018,52.25,17
14/03/2018,57.05,18
14/03/2018,83.49,19
14/03/2018,63.27,20
14/03/2018,53.34,21
14/03/2018,45.93,22
14/03/2018,37.91,23
15/03/2018,46.68,0
15/03/2018,49.93,1
15/03/2018,46.34,2
15/03/2018,38.31,3
15/03/2018,38,4
15/03/2018,37,5
15/03/2018,45.84,6
15/03/2018,57,7
15/03/2018,52.13,8
15/03/2018,54.88,9
15/03/2018,52.56,10
15/03/2018,55.25,11
15/03/2018,54.3,12
15/03/2018,54.24,13
15/03/2018,53.78,14
15/03/2018,57.39,15
15/03/2018,57.21,16
15/03/2018,66.3,17
15/03/2018,68.98,18
15/03/2018,89.1,19
15/03/2018,82.52,20
15/03/2018,63.9,21
15/03/2018,56.54,22
15/03/2018,44.93,23
16/03/2018,51.99,0
16/03/2018,57.94,1
16/03/2018,53.06,2
16/03/2018,48.01,3
16/03/2018,47.78,4
16/03/2018,46.02,5
16/03/2018,46.38,6
16/03/2018,55.06,7
16/03/2018,63.12,8
16/03/2018,68.42,9
16/03/2018,64.58,10
16/03/2018,62.11,11
16/03/2018,54.51,12
16/03/2018,51.38,13
16/03/2018,48.7,14
16/03/2018,46.52,15
16/03/2018,48.7,16
16/03/2018,53.33,17
16/03/2018,58.62,18
16/03/2018,78.99,19
16/03/2018,67.92,20
16/03/2018,48.58,21
16/03/2018,47.63,22
16/03/2018,45.24,23
17/03/2018,51.53,0
17/03/2018,55.97,1
17/03/2018,59.92,2
17/03/2018,52,3
17/03/2018,40,4
17/03/2018,34.99,5
17/03/2018,47.49,6
17/03/2018,51.13,7
17/03/2018,48.53,8
17/03/2018,52.5,9
17/03/2018,55.92,10
17/03/2018,59,11
17/03/2018,59.81,12
17/03/2018,60.49,13
17/03/2018,54.42,14
17/03/2018,48.08,15
17/03/2018,45.15,16
17/03/2018,54.42,17
17/03/2018,57.34,18
17/03/2018,96.49,19
17/03/2018,83.54,20
17/03/2018,60.38,21
17/03/2018,58,22
17/03/2018,54.07,23
18/03/2018,47.96,0
18/03/2018,60.01,1
18/03/2018,60.1,2
18/03/2018,51.5,3
18/03/2018,46.5,4
18/03/2018,44.92,5
18/03/2018,44.92,6
18/03/2018,44.5,7
18/03/2018,44.92,8
18/03/2018,45.07,9
18/03/2018,47.53,10
18/03/2018,53.86,11
18/03/2018,48.96,12
18/03/2018,58.86,13
18/03/2018,60.02,14
18/03/2018,54.82,15
18/03/2018,47.66,16
18/03/2018,53.47,17
18/03/2018,51.2,18
18/03/2018,89.97,19
18/03/2018,83.16,20
18/03/2018,61.16,21
18/03/2018,58.51,22
18/03/2018,47.32,23
19/03/2018,45.05,0
19/03/2018,45.15,1
19/03/2018,49.81,2
19/03/2018,47.66,3
19/03/2018,46.1,4
19/03/2018,45.15,5
19/03/2018,54.91,6
19/03/2018,62,7
19/03/2018,58.11,8
19/03/2018,65.02,9
19/03/2018,60.51,10
19/03/2018,50.43,11
19/03/2018,46.83,12
19/03/2018,46.56,13
19/03/2018,46.58,14
19/03/2018,46.54,15
19/03/2018,46.4,16
19/03/2018,52.03,17
19/03/2018,66.43,18
19/03/2018,92.12,19
19/03/2018,93.55,20
19/03/2018,55.62,21
19/03/2018,58.18,22
19/03/2018,45.05,23
20/03/2018,46.19,0
20/03/2018,50.91,1
20/03/2018,47.46,2
20/03/2018,46.07,3
20/03/2018,45.06,4
20/03/2018,42.23,5
20/03/2018,46.19,6
20/03/2018,56,7
20/03/2018,62.62,8
20/03/2018,62.5,9
20/03/2018,61.5,10
20/03/2018,46.82,11
20/03/2018,46,12
20/03/2018,45.58,13
20/03/2018,45.08,14
20/03/2018,45.04,15
20/03/2018,45.56,16
20/03/2018,61.32,17
20/03/2018,61.1,18
20/03/2018,83.57,19
20/03/2018,80.04,20
20/03/2018,51.9,21
20/03/2018,55.11,22
20/03/2018,45.16,23
21/03/2018,45.92,0
21/03/2018,46.91,1
21/03/2018,48.4,2
21/03/2018,45.55,3
21/03/2018,44.74,4
21/03/2018,42.03,5
21/03/2018,48.99,6
21/03/2018,60.87,7
21/03/2018,70.37,8
21/03/2018,63.19,9
21/03/2018,55.22,10
21/03/2018,49.78,11
21/03/2018,47.03,12
21/03/2018,45.6,13
21/03/2018,44.52,14
21/03/2018,44.14,15
21/03/2018,44.22,16
21/03/2018,49.68,17
21/03/2018,59.91,18
21/03/2018,70.9,19
21/03/2018,61.94,20
21/03/2018,48,21
21/03/2018,50.08,22
21/03/2018,44.62,23
22/03/2018,45.97,0
22/03/2018,45.37,1
22/03/2018,48.47,2
22/03/2018,43.58,3
22/03/2018,45,4
22/03/2018,46.34,5
22/03/2018,51.98,6
22/03/2018,59.99,7
22/03/2018,67.94,8
22/03/2018,67.92,9
22/03/2018,60.54,10
22/03/2018,54.47,11
22/03/2018,51,12
22/03/2018,50.07,13
22/03/2018,45.5,14
22/03/2018,44.77,15
22/03/2018,45.34,16
22/03/2018,49.59,17
22/03/2018,59.91,18
22/03/2018,79.98,19
22/03/2018,67.93,20
22/03/2018,52.2,21
22/03/2018,47.98,22
22/03/2018,42.08,23
23/03/2018,46.53,0
23/03/2018,46.58,1
23/03/2018,48.9,2
23/03/2018,42.49,3
23/03/2018,39.91,4
23/03/2018,38.41,5
23/03/2018,49.81,6
23/03/2018,55.83,7
23/03/2018,59.9,8
23/03/2018,58.59,9
23/03/2018,53,10
23/03/2018,48.98,11
23/03/2018,46.83,12
23/03/2018,44.89,13
23/03/2018,44.2,14
23/03/2018,44.13,15
23/03/2018,44.42,16
23/03/2018,52.07,17
23/03/2018,54.14,18
23/03/2018,70.89,19
23/03/2018,79.92,20
23/03/2018,70,21
23/03/2018,54.57,22
23/03/2018,54.51,23
24/03/2018,53,0
24/03/2018,56.29,1
24/03/2018,59.97,2
24/03/2018,55,3
24/03/2018,48.91,4
24/03/2018,47.18,5
24/03/2018,46.99,6
24/03/2018,45.4,7
24/03/2018,45.09,8
24/03/2018,48.5,9
24/03/2018,63.5,10
24/03/2018,65,11
24/03/2018,59,12
24/03/2018,51.8,13
24/03/2018,44.2,14
24/03/2018,43.57,15
24/03/2018,43.57,16
24/03/2018,44.96,17
24/03/2018,61.83,18
24/03/2018,84.92,19
24/03/2018,82.97,20
24/03/2018,54,21
24/03/2018,53.55,22
24/03/2018,47.95,23
25/03/2018,60,0
25/03/2018,59.99,1
25/03/2018,57,2
25/03/2018,54,3
25/03/2018,45.61,4
25/03/2018,41.56,5
25/03/2018,41.58,6
25/03/2018,41.56,7
25/03/2018,44.67,8
25/03/2018,45.36,9
25/03/2018,52,10
25/03/2018,54,11
25/03/2018,47.01,12
25/03/2018,45.2,13
25/03/2018,44,14
25/03/2018,43.56,15
25/03/2018,41.37,16
25/03/2018,42.7,17
25/03/2018,47.51,18
25/03/2018,58,19
25/03/2018,74.99,20
25/03/2018,72.8,21
25/03/2018,57.03,22
25/03/2018,44.55,23
26/03/2018,45.04,0
26/03/2018,42.53,1
26/03/2018,44.92,2
26/03/2018,44.92,3
26/03/2018,44.27,4
26/03/2018,44,5
26/03/2018,46.77,6
26/03/2018,56.38,7
26/03/2018,71.09,8
26/03/2018,69.02,9
26/03/2018,61.24,10
26/03/2018,55,11
26/03/2018,49.78,12
26/03/2018,47.31,13
26/03/2018,44,14
26/03/2018,43.71,15
26/03/2018,43.71,16
26/03/2018,45,17
26/03/2018,58,18
26/03/2018,64.99,19
26/03/2018,72.3,20
26/03/2018,57.6,21
26/03/2018,49.47,22
26/03/2018,43.99,23
27/03/2018,42,0
27/03/2018,41.14,1
27/03/2018,42.99,2
27/03/2018,40.27,3
27/03/2018,36.98,4
27/03/2018,35.09,5
27/03/2018,43.33,6
27/03/2018,54.02,7
27/03/2018,60.32,8
27/03/2018,55.31,9
27/03/2018,51.25,10
27/03/2018,47.47,11
27/03/2018,50,12
27/03/2018,49.09,13
27/03/2018,44.02,14
27/03/2018,42.44,15
27/03/2018,41.5,16
27/03/2018,44.52,17
27/03/2018,44.51,18
27/03/2018,52.8,19
27/03/2018,59.83,20
27/03/2018,57.98,21
27/03/2018,54.52,22
27/03/2018,40.36,23
28/03/2018,39.97,0
28/03/2018,38.74,1
28/03/2018,42.9,2
28/03/2018,45.91,3
28/03/2018,45.93,4
28/03/2018,45.92,5
28/03/2018,45.98,6
28/03/2018,65.65,7
28/03/2018,64.93,8
28/03/2018,70.02,9
28/03/2018,67.74,10
28/03/2018,64,11
28/03/2018,61.94,12
28/03/2018,52.8,13
28/03/2018,43,14
28/03/2018,41.03,15
28/03/2018,42.01,16
28/03/2018,42,17
28/03/2018,48,18
28/03/2018,59.91,19
28/03/2018,63.74,20
28/03/2018,59.93,21
28/03/2018,49.24,22
28/03/2018,44,23
29/03/2018,42.95,0
29/03/2018,42.59,1
29/03/2018,44,2
29/03/2018,45.8,3
29/03/2018,44,4
29/03/2018,42.89,5
29/03/2018,45.84,6
29/03/2018,52.51,7
29/03/2018,66.98,8
29/03/2018,75.59,9
29/03/2018,68.58,10
29/03/2018,58,11
29/03/2018,46.1,12
29/03/2018,49.6,13
29/03/2018,45,14
29/03/2018,43.26,15
29/03/2018,50.01,16
29/03/2018,45.99,17
29/03/2018,57.55,18
29/03/2018,56.4,19
29/03/2018,59,20
29/03/2018,51.77,21
29/03/2018,50.1,22
29/03/2018,42.19,23
30/03/2018,44.44,0
30/03/2018,38.55,1
30/03/2018,42,2
30/03/2018,43.16,3
30/03/2018,44.98,4
30/03/2018,44.91,5
30/03/2018,44.98,6
30/03/2018,46.01,7
30/03/2018,44.81,8
30/03/2018,59.07,9
30/03/2018,58.64,10
30/03/2018,55.88,11
30/03/2018,51.52,12
30/03/2018,48.89,13
30/03/2018,42.52,14
30/03/2018,42.23,15
30/03/2018,41.8,16
30/03/2018,44.98,17
30/03/2018,52.89,18
30/03/2018,60.6,19
30/03/2018,67.56,20
30/03/2018,64.91,21
30/03/2018,59.78,22
30/03/2018,43.01,23
31/03/2018,42.96,0
31/03/2018,40,1
31/03/2018,41,2
31/03/2018,40.94,3
31/03/2018,40.25,4
31/03/2018,38.28,5
31/03/2018,37.04,6
31/03/2018,40.57,7
31/03/2018,41,8
31/03/2018,50.88,9
31/03/2018,58.02,10
31/03/2018,51.13,11
31/03/2018,52.45,12
31/03/2018,43,13
31/03/2018,41,14
31/03/2018,40.82,15
31/03/2018,40.73,16
31/03/2018,41.45,17
31/03/2018,50,18
31/03/2018,60.55,19
31/03/2018,66.04,20
31/03/2018,74.9,21
31/03/2018,62.09,22
31/03/2018,41.31,23
01/04/2018,45.9,0
01/04/2018,43,1
01/04/2018,49.29,2
01/04/2018,45.81,3
01/04/2018,44.12,4
01/04/2018,39.99,5
01/04/2018,39.94,6
01/04/2018,42.44,7
01/04/2018,44.49,8
01/04/2018,45.81,9
01/04/2018,48,10
01/04/2018,46.71,11
01/04/2018,55.6,12
01/04/2018,58,13
01/04/2018,49.74,14
01/04/2018,46,15
01/04/2018,46,16
01/04/2018,49.99,17
01/04/2018,70,18
01/04/2018,64.95,19
01/04/2018,65.31,20
01/04/2018,70,21
01/04/2018,45.49,22
01/04/2018,48.14,23
02/04/2018,50.67,0
02/04/2018,45,1
02/04/2018,46.6,2
02/04/2018,48.88,3
02/04/2018,44.12,4
02/04/2018,38.47,5
02/04/2018,37.5,6
02/04/2018,43.2,7
02/04/2018,39.99,8
02/04/2018,45.18,9
02/04/2018,49.9,10
02/04/2018,50,11
02/04/2018,50.71,12
