date,price_sterling,period
02/04/2018,47.7,13
02/04/2018,42.5,14
02/04/2018,42.01,15
02/04/2018,43.01,16
02/04/2018,44.2,17
02/04/2018,55.51,18
02/04/2018,62.9,19
02/04/2018,67.03,20
02/04/2018,69.99,21
02/04/2018,49.94,22
02/04/2018,48.01,23
03/04/2018,39.9,0
03/04/2018,33.97,1
03/04/2018,43.95,2
03/04/2018,45.5,3
03/04/2018,43.91,4
03/04/2018,42.96,5
03/04/2018,47.52,6
03/04/2018,56.23,7
03/04/2018,49.99,8
03/04/2018,64,9
03/04/2018,64.44,10
03/04/2018,56.17,11
03/04/2018,46,12
03/04/2018,43.57,13
03/04/2018,43,14
03/04/2018,42,15
03/04/2018,42,16
03/04/2018,45.04,17
03/04/2018,57.58,18
03/04/2018,67,19
03/04/2018,70,20
03/04/2018,74.97,21
03/04/2018,55,22
03/04/2018,43,23
04/04/2018,42,0
04/04/2018,40.59,1
04/04/2018,42,2
04/04/2018,44.08,3
04/04/2018,41.62,4
04/04/2018,41.89,5
04/04/2018,49.05,6
04/04/2018,50.51,7
04/04/2018,50.04,8
04/04/2018,62.88,9
04/04/2018,67.77,10
04/04/2018,64.3,11
04/04/2018,54.05,12
04/04/2018,50.85,13
04/04/2018,43.45,14
04/04/2018,41.27,15
04/04/2018,40.52,16
04/04/2018,41.25,17
04/04/2018,45.82,18
04/04/2018,46.42,19
04/04/2018,55.98,20
04/04/2018,58.66,21
04/04/2018,50.55,22
04/04/2018,41,23
05/04/2018,40.25,0
05/04/2018,37.02,1
05/04/2018,40.53,2
05/04/2018,40.94,3
05/04/2018,41.39,4
05/04/2018,41.42,5
05/04/2018,46.51,6
05/04/2018,52,7
05/04/2018,49.16,8
05/04/2018,63.74,9
05/04/2018,56.34,10
05/04/2018,47.4,11
05/04/2018,43.9,12
05/04/2018,42.48,13
05/04/2018,41.75,14
05/04/2018,42,15
05/04/2018,41.75,16
05/04/2018,51.77,17
05/04/2018,63.4,18
05/04/2018,65.42,19
05/04/2018,69.81,20
05/04/2018,73.84,21
05/04/2018,50.54,22
05/04/2018,42,23
06/04/2018,50.59,0
06/04/2018,42.5,1
06/04/2018,44.7,2
06/04/2018,42.5,3
06/04/2018,41.35,4
06/04/2018,35.69,5
06/04/2018,38.87,6
06/04/2018,48.08,7
06/04/2018,49.56,8
06/04/2018,56.02,9
06/04/2018,51,10
06/04/2018,45.82,11
06/04/2018,42.49,12
06/04/2018,41.45,13
06/04/2018,40.55,14
06/04/2018,39.99,15
06/04/2018,40,16
06/04/2018,42.22,17
06/04/2018,45.35,18
06/04/2018,58.82,19
06/04/2018,59.55,20
06/04/2018,74.9,21
06/04/2018,54.42,22
06/04/2018,42.67,23
07/04/2018,41.91,0
07/04/2018,38.31,1
07/04/2018,44.92,2
07/04/2018,46.13,3
07/04/2018,46.41,4
07/04/2018,45.37,5
07/04/2018,49.91,6
07/04/2018,47,7
07/04/2018,42.96,8
07/04/2018,50.51,9
07/04/2018,52.13,10
07/04/2018,61.2,11
07/04/2018,59.99,12
07/04/2018,47.6,13
07/04/2018,42.6,14
07/04/2018,41.69,15
07/04/2018,41.42,16
07/04/2018,44.08,17
07/04/2018,61.93,18
07/04/2018,66.65,19
07/04/2018,64.93,20
07/04/2018,68.44,21
07/04/2018,58,22
07/04/2018,50.98,23
08/04/2018,44.09,0
08/04/2018,41.92,1
08/04/2018,44.69,2
08/04/2018,46.99,3
08/04/2018,44.08,4
08/04/2018,41.5,5
08/04/2018,41.49,6
08/04/2018,41.55,7
08/04/2018,43,8
08/04/2018,43.99,9
08/04/2018,49.64,10
08/04/2018,50.01,11
08/04/2018,56.33,12
08/04/2018,54.84,13
08/04/2018,47.98,14
08/04/2018,42.58,15
08/04/2018,41.68,16
08/04/2018,53.6,17
08/04/2018,56.93,18
08/04/2018,59.95,19
08/04/2018,63.91,20
08/04/2018,77.1,21
08/04/2018,59.95,22
08/04/2018,52.9,23
09/04/2018,43.75,0
09/04/2018,41.06,1
09/04/2018,44.09,2
09/04/2018,48,3
09/04/2018,44.08,4
09/04/2018,44.09,5
09/04/2018,49.51,6
09/04/2018,50.8,7
09/04/2018,55.86,8
09/04/2018,64.06,9
09/04/2018,72.9,10
09/04/2018,67.82,11
09/04/2018,68,12
09/04/2018,65,13
09/04/2018,57,14
09/04/2018,52.94,15
09/04/2018,49.28,16
09/04/2018,60.19,17
09/04/2018,64.97,18
09/04/2018,62.15,19
09/04/2018,53.27,20
09/04/2018,47.52,21
09/04/2018,50.1,22
09/04/2018,42.3,23
10/04/2018,49.96,0
10/04/2018,43,1
10/04/2018,44,2
10/04/2018,41.06,3
10/04/2018,40.54,4
10/04/2018,40,5
10/04/2018,40.63,6
10/04/2018,45.09,7
10/04/2018,47.5,8
10/04/2018,56.24,9
10/04/2018,62.55,10
10/04/2018,59.44,11
10/04/2018,56.05,12
10/04/2018,61.2,13
10/04/2018,47.8,14
10/04/2018,43.64,15
10/04/2018,41.5,16
10/04/2018,44,17
10/04/2018,55.2,18
10/04/2018,58,19
10/04/2018,58.2,20
10/04/2018,66.48,21
10/04/2018,54,22
10/04/2018,44.03,23
11/04/2018,45.96,0
11/04/2018,41.78,1
11/04/2018,45,2
11/04/2018,45,3
11/04/2018,43.57,4
11/04/2018,41.81,5
11/04/2018,42,6
11/04/2018,44.07,7
11/04/2018,55.08,8
11/04/2018,64.99,9
11/04/2018,69.97,10
11/04/2018,64,11
11/04/2018,62,12
11/04/2018,62,13
11/04/2018,47.92,14
11/04/2018,47.95,15
11/04/2018,44.08,16
11/04/2018,48,17
11/04/2018,56.6,18
11/04/2018,52,19
11/04/2018,47,20
11/04/2018,61.93,21
11/04/2018,49.07,22
11/04/2018,42,23
12/04/2018,51.87,0
12/04/2018,46,1
12/04/2018,44.97,2
12/04/2018,46.94,3
12/04/2018,43.8,4
12/04/2018,42.9,5
12/04/2018,48.46,6
12/04/2018,50.07,7
12/04/2018,55.3,8
12/04/2018,56.08,9
12/04/2018,59.96,10
12/04/2018,59.94,11
12/04/2018,58,12
12/04/2018,55.95,13
12/04/2018,47.96,14
12/04/2018,46.9,15
12/04/2018,55.5,16
12/04/2018,56.7,17
12/04/2018,62.91,18
12/04/2018,62.93,19
12/04/2018,56.6,20
12/04/2018,68,21
12/04/2018,62.93,22
12/04/2018,45.07,23
13/04/2018,50,0
13/04/2018,43.93,1
13/04/2018,47.06,2
13/04/2018,47.06,3
13/04/2018,47.05,4
13/04/2018,47.05,5
13/04/2018,52.1,6
13/04/2018,52.56,7
13/04/2018,57.16,8
13/04/2018,70.2,9
13/04/2018,75.14,10
13/04/2018,72,11
13/04/2018,70,12
13/04/2018,74,13
13/04/2018,62,14
13/04/2018,56,15
13/04/2018,49.6,16
13/04/2018,55.6,17
13/04/2018,67.91,18
13/04/2018,65.4,19
13/04/2018,60.19,20
13/04/2018,66,21
13/04/2018,55.1,22
13/04/2018,48,23
14/04/2018,67.6,0
14/04/2018,47,1
14/04/2018,49.36,2
14/04/2018,48,3
14/04/2018,45.97,4
14/04/2018,43.64,5
14/04/2018,43.19,6
14/04/2018,44,7
14/04/2018,43.81,8
14/04/2018,66.4,9
14/04/2018,70,10
14/04/2018,62.7,11
14/04/2018,55.5,12
14/04/2018,45,13
14/04/2018,43.01,14
14/04/2018,42.8,15
14/04/2018,43.1,16
14/04/2018,43.69,17
14/04/2018,56.5,18
14/04/2018,69.97,19
14/04/2018,68,20
14/04/2018,68.97,21
14/04/2018,57.6,22
14/04/2018,43.8,23
15/04/2018,44.98,0
15/04/2018,46.99,1
15/04/2018,46.99,2
15/04/2018,45,3
15/04/2018,43.35,4
15/04/2018,42.72,5
15/04/2018,41,6
15/04/2018,42.64,7
15/04/2018,42,8
15/04/2018,43.5,9
15/04/2018,52.2,10
15/04/2018,60.5,11
15/04/2018,57.1,12
15/04/2018,55,13
15/04/2018,46,14
15/04/2018,43.42,15
15/04/2018,42.6,16
15/04/2018,44.8,17
15/04/2018,59.97,18
15/04/2018,66.02,19
15/04/2018,67.49,20
15/04/2018,68,21
15/04/2018,57.1,22
15/04/2018,42.29,23
16/04/2018,46.43,0
16/04/2018,39.98,1
16/04/2018,41.8,2
16/04/2018,41.92,3
16/04/2018,41.3,4
16/04/2018,41.05,5
16/04/2018,42.1,6
16/04/2018,65.01,7
16/04/2018,57.94,8
16/04/2018,67.44,9
16/04/2018,66.4,10
16/04/2018,55,11
16/04/2018,53,12
16/04/2018,47.6,13
16/04/2018,42.75,14
16/04/2018,42.3,15
16/04/2018,42,16
16/04/2018,46,17
16/04/2018,67.45,18
16/04/2018,73,19
16/04/2018,67.44,20
16/04/2018,55,21
16/04/2018,51,22
16/04/2018,40,23
17/04/2018,51.62,0
17/04/2018,42,1
17/04/2018,40,2
17/04/2018,38.51,3
17/04/2018,32.02,4
17/04/2018,31.2,5
17/04/2018,42.26,6
17/04/2018,48.59,7
17/04/2018,49.93,8
17/04/2018,59.2,9
17/04/2018,52.09,10
17/04/2018,44,11
17/04/2018,43,12
17/04/2018,42.98,13
17/04/2018,42,14
17/04/2018,41.98,15
17/04/2018,42,16
17/04/2018,44.73,17
17/04/2018,55.5,18
17/04/2018,65.01,19
17/04/2018,62.03,20
17/04/2018,72.8,21
17/04/2018,57.44,22
17/04/2018,40.98,23
18/04/2018,47.97,0
18/04/2018,44.43,1
18/04/2018,44.6,2
18/04/2018,44.96,3
18/04/2018,44.91,4
18/04/2018,44.48,5
18/04/2018,51.8,6
18/04/2018,47.68,7
18/04/2018,65.92,8
18/04/2018,72.98,9
18/04/2018,65.65,10
18/04/2018,46.3,11
18/04/2018,44.01,12
18/04/2018,40.93,13
18/04/2018,39.93,14
18/04/2018,38.04,15
18/04/2018,39.91,16
18/04/2018,44,17
18/04/2018,50.19,18
18/04/2018,59,19
18/04/2018,64,20
18/04/2018,69.7,21
18/04/2018,46.09,22
18/04/2018,37.37,23
19/04/2018,39,0
19/04/2018,30,1
19/04/2018,37.05,2
19/04/2018,42.09,3
19/04/2018,45.49,4
19/04/2018,49.12,5
19/04/2018,52.2,6
19/04/2018,64.93,7
19/04/2018,47.93,8
19/04/2018,67.08,9
19/04/2018,66.43,10
19/04/2018,45,11
19/04/2018,44.01,12
19/04/2018,42.07,13
19/04/2018,41.48,14
19/04/2018,41.05,15
19/04/2018,41.04,16
19/04/2018,52.8,17
19/04/2018,57.3,18
19/04/2018,62,19
19/04/2018,66,20
19/04/2018,73,21
19/04/2018,60,22
19/04/2018,46.09,23
20/04/2018,47.8,0
20/04/2018,42,1
20/04/2018,43.09,2
20/04/2018,43.1,3
20/04/2018,42,4
20/04/2018,41.62,5
20/04/2018,43.19,6
20/04/2018,50,7
20/04/2018,61.2,8
20/04/2018,73.4,9
20/04/2018,70,10
20/04/2018,50,11
20/04/2018,42.69,12
20/04/2018,41.6,13
20/04/2018,40.1,14
20/04/2018,39,15
20/04/2018,38.07,16
20/04/2018,42.03,17
20/04/2018,54.8,18
20/04/2018,62,19
20/04/2018,64.91,20
20/04/2018,69,21
20/04/2018,64,22
20/04/2018,43.6,23
21/04/2018,52,0
21/04/2018,48.92,1
21/04/2018,46.42,2
21/04/2018,44.72,3
21/04/2018,44,4
21/04/2018,42.19,5
21/04/2018,44,6
21/04/2018,44.41,7
21/04/2018,46.08,8
21/04/2018,69.08,9
21/04/2018,67.99,10
21/04/2018,54.7,11
21/04/2018,48.2,12
21/04/2018,42.4,13
21/04/2018,40.97,14
21/04/2018,40.92,15
21/04/2018,40.2,16
21/04/2018,40.98,17
21/04/2018,46.6,18
21/04/2018,62,19
21/04/2018,64.1,20
21/04/2018,67.96,21
21/04/2018,57,22
21/04/2018,43,23
22/04/2018,54.93,0
22/04/2018,45.19,1
22/04/2018,49.91,2
22/04/2018,45.2,3
22/04/2018,45.86,4
22/04/2018,39,5
22/04/2018,38.08,6
22/04/2018,38.09,7
22/04/2018,36.1,8
22/04/2018,41.29,9
22/04/2018,52.75,10
22/04/2018,57.5,11
22/04/2018,52.8,12
22/04/2018,50,13
22/04/2018,42,14
22/04/2018,40,15
22/04/2018,38.52,16
22/04/2018,40.78,17
22/04/2018,54,18
22/04/2018,58.4,19
22/04/2018,58,20
22/04/2018,67.96,21
22/04/2018,65.07,22
22/04/2018,42,23
23/04/2018,50.09,0
23/04/2018,34,1
23/04/2018,33.4,2
23/04/2018,30,3
23/04/2018,25.5,4
23/04/2018,25,5
23/04/2018,36.9,6
23/04/2018,50,7
23/04/2018,49.2,8
23/04/2018,60.2,9
23/04/2018,55.57,10
23/04/2018,46,11
23/04/2018,44.5,12
23/04/2018,47,13
23/04/2018,45.9,14
23/04/2018,41.55,15
23/04/2018,44.7,16
23/04/2018,58.01,17
23/04/2018,68.1,18
23/04/2018,70,19
23/04/2018,62,20
23/04/2018,65.4,21
23/04/2018,48,22
23/04/2018,40,23
24/04/2018,45.93,0
24/04/2018,35.1,1
24/04/2018,37.56,2
24/04/2018,39.39,3
24/04/2018,36,4
24/04/2018,34.95,5
24/04/2018,50,6
24/04/2018,55.08,7
24/04/2018,44.3,8
24/04/2018,51,9
24/04/2018,54.6,10
24/04/2018,58.44,11
24/04/2018,50,12
24/04/2018,50,13
24/04/2018,47.96,14
24/04/2018,48,15
24/04/2018,48.08,16
24/04/2018,61.5,17
24/04/2018,72,18
24/04/2018,74.06,19
24/04/2018,65.69,20
24/04/2018,69.82,21
24/04/2018,51,22
24/04/2018,49.54,23
25/04/2018,50.01,0
25/04/2018,44.01,1
25/04/2018,44,2
25/04/2018,42.71,3
25/04/2018,42.57,4
25/04/2018,42.37,5
25/04/2018,44,6
25/04/2018,56,7
25/04/2018,65.21,8
25/04/2018,72,9
25/04/2018,59.3,10
25/04/2018,45,11
25/04/2018,44.99,12
25/04/2018,43.6,13
25/04/2018,42.5,14
25/04/2018,42.39,15
25/04/2018,42,16
25/04/2018,48.1,17
25/04/2018,53.1,18
25/04/2018,56.8,19
25/04/2018,53.4,20
25/04/2018,57.71,21
25/04/2018,51.07,22
25/04/2018,42.2,23
26/04/2018,46,0
26/04/2018,46.99,1
26/04/2018,45.1,2
26/04/2018,44.41,3
26/04/2018,40,4
26/04/2018,37.52,5
26/04/2018,48,6
26/04/2018,58.95,7
26/04/2018,50,8
26/04/2018,64,9
26/04/2018,50.12,10
26/04/2018,44.01,11
26/04/2018,44.01,12
26/04/2018,44,13
26/04/2018,44,14
26/04/2018,44.01,15
26/04/2018,41.32,16
26/04/2018,45.8,17
26/04/2018,51.64,18
26/04/2018,56.36,19
26/04/2018,65.9,20
26/04/2018,71.99,21
26/04/2018,69.95,22
26/04/2018,50.01,23
27/04/2018,45.5,0
27/04/2018,43.92,1
27/04/2018,46,2
27/04/2018,46.42,3
27/04/2018,43.16,4
27/04/2018,40.7,5
27/04/2018,43.12,6
27/04/2018,43.96,7
27/04/2018,60,8
27/04/2018,79.99,9
27/04/2018,85.95,10
27/04/2018,78.99,11
27/04/2018,75.3,12
27/04/2018,71.53,13
27/04/2018,67.3,14
27/04/2018,52.1,15
27/04/2018,45,16
27/04/2018,59.4,17
27/04/2018,55,18
27/04/2018,58,19
27/04/2018,58,20
27/04/2018,56.89,21
27/04/2018,52.56,22
27/04/2018,48.55,23
28/04/2018,55.5,0
28/04/2018,46.73,1
28/04/2018,46.73,2
28/04/2018,42.51,3
28/04/2018,41.7,4
28/04/2018,40,5
28/04/2018,40,6
28/04/2018,41.97,7
28/04/2018,44.05,8
28/04/2018,51.07,9
28/04/2018,60,10
28/04/2018,58,11
28/04/2018,53,12
28/04/2018,50.2,13
28/04/2018,44,14
28/04/2018,43.01,15
28/04/2018,43.51,16
28/04/2018,43.97,17
28/04/2018,58,18
28/04/2018,69.94,19
28/04/2018,67,20
28/04/2018,66,21
28/04/2018,63.87,22
28/04/2018,45.99,23
29/04/2018,61.94,0
29/04/2018,55,1
29/04/2018,52,2
29/04/2018,47.35,3
29/04/2018,46,4
29/04/2018,39.99,5
29/04/2018,38.55,6
29/04/2018,42,7
29/04/2018,41.07,8
29/04/2018,44.84,9
29/04/2018,45.7,10
29/04/2018,54,11
29/04/2018,56,12
29/04/2018,60.29,13
29/04/2018,51.5,14
29/04/2018,45.89,15
29/04/2018,44.3,16
29/04/2018,54,17
29/04/2018,70,18
29/04/2018,71.2,19
29/04/2018,58,20
29/04/2018,58,21
29/04/2018,52,22
29/04/2018,43.03,23
30/04/2018,50.99,0
30/04/2018,50,1
30/04/2018,42.53,2
30/04/2018,42.58,3
30/04/2018,40.98,4
30/04/2018,40,5
30/04/2018,44,6
30/04/2018,50.51,7
30/04/2018,47.5,8
30/04/2018,64.94,9
30/04/2018,64.99,10
30/04/2018,58.7,11
30/04/2018,47.5,12
30/04/2018,45.51,13
30/04/2018,44,14
30/04/2018,42.58,15
30/04/2018,42.06,16
30/04/2018,48,17
30/04/2018,71,18
30/04/2018,75,19
30/04/2018,71.03,20
30/04/2018,66,21
30/04/2018,55,22
30/04/2018,44.85,23
01/05/2018,48,0
01/05/2018,43.65,1
01/05/2018,43.75,2
01/05/2018,47.07,3
01/05/2018,43.49,4
01/05/2018,43.51,5
01/05/2018,47.91,6
01/05/2018,53,7
01/05/2018,75.01,8
01/05/2018,75.92,9
01/05/2018,68.18,10
01/05/2018,51.4,11
01/05/2018,49.88,12
01/05/2018,51.21,13
01/05/2018,44.1,14
01/05/2018,41.98,15
01/05/2018,40,16
01/05/2018,44.1,17
01/05/2018,50,18
01/05/2018,56,19
01/05/2018,53,20
01/05/2018,51.89,21
01/05/2018,47.4,22
01/05/2018,39.91,23
02/05/2018,42.54,0
02/05/2018,37,1
02/05/2018,42,2
02/05/2018,44,3
02/05/2018,47.48,4
02/05/2018,47.9,5
02/05/2018,48.09,6
02/05/2018,54.12,7
02/05/2018,52.36,8
02/05/2018,71.91,9
02/05/2018,70,10
02/05/2018,54,11
02/05/2018,48.99,12
02/05/2018,46.53,13
02/05/2018,43.7,14
02/05/2018,39.98,15
02/05/2018,39.98,16
02/05/2018,45.71,17
02/05/2018,56,18
02/05/2018,67,19
02/05/2018,70,20
02/05/2018,71.98,21
02/05/2018,60,22
02/05/2018,47.52,23
03/05/2018,54.31,0
03/05/2018,43.19,1
03/05/2018,43.03,2
03/05/2018,43.31,3
03/05/2018,43.44,4
03/05/2018,43.56,5
03/05/2018,48,6
03/05/2018,58,7
03/05/2018,65.3,8
03/05/2018,74,9
03/05/2018,63,10
03/05/2018,55.5,11
03/05/2018,45.08,12
03/05/2018,46,13
03/05/2018,44.83,14
03/05/2018,44.82,15
03/05/2018,44,16
03/05/2018,51.95,17
03/05/2018,60,18
03/05/2018,61,19
03/05/2018,70,20
03/05/2018,69.86,21
03/05/2018,63.37,22
03/05/2018,47.27,23
04/05/2018,46.62,0
04/05/2018,42.59,1
04/05/2018,42.59,2
04/05/2018,42.87,3
04/05/2018,42.57,4
04/05/2018,43.1,5
04/05/2018,48.91,6
04/05/2018,60.01,7
04/05/2018,56.4,8
04/05/2018,67,9
04/05/2018,64.8,10
04/05/2018,60,11
04/05/2018,55,12
04/05/2018,49.4,13
04/05/2018,44,14
04/05/2018,43.6,15
04/05/2018,43.6,16
04/05/2018,50,17
04/05/2018,60,18
04/05/2018,60,19
04/05/2018,61.88,20
04/05/2018,60,21
04/05/2018,58,22
04/05/2018,44.12,23
05/05/2018,57.96,0
05/05/2018,48.3,1
05/05/2018,46.44,2
05/05/2018,45,3
05/05/2018,42.82,4
05/05/2018,41.77,5
05/05/2018,41.7,6
05/05/2018,42,7
05/05/2018,43.91,8
05/05/2018,65,9
05/05/2018,56,10
05/05/2018,45,11
05/05/2018,42.5,12
05/05/2018,41.51,13
05/05/2018,41.14,14
05/05/2018,38,15
05/05/2018,39.93,16
05/05/2018,43.54,17
05/05/2018,51.5,18
05/05/2018,60,19
05/05/2018,65.19,20
05/05/2018,69.2,21
05/05/2018,68,22
05/05/2018,58.04,23
06/05/2018,54.91,0
06/05/2018,46.61,1
06/05/2018,46.6,2
06/05/2018,48,3
06/05/2018,47.99,4
06/05/2018,47.99,5
06/05/2018,46.61,6
06/05/2018,46.6,7
06/05/2018,44.49,8
06/05/2018,48,9
06/05/2018,52.6,10
06/05/2018,58.07,11
06/05/2018,45.1,12
06/05/2018,44.25,13
06/05/2018,38.06,14
06/05/2018,36,15
06/05/2018,36,16
06/05/2018,42.73,17
06/05/2018,44.55,18
06/05/2018,51.45,19
06/05/2018,60,20
06/05/2018,70,21
06/05/2018,79.92,22
06/05/2018,56.91,23
07/05/2018,55,0
07/05/2018,47.99,1
07/05/2018,49.92,2
07/05/2018,48,3
07/05/2018,46.43,4
07/05/2018,46.45,5
07/05/2018,46,6
07/05/2018,44.95,7
07/05/2018,45.1,8
07/05/2018,49.99,9
07/05/2018,52.7,10
07/05/2018,50,11
07/05/2018,44,12
07/05/2018,43,13
07/05/2018,42.47,14
07/05/2018,40.6,15
07/05/2018,42.8,16
07/05/2018,43.9,17
07/05/2018,51,18
07/05/2018,62,19
07/05/2018,67,20
07/05/2018,67.91,21
07/05/2018,71.3,22
07/05/2018,52,23
08/05/2018,46.7,0
08/05/2018,46.1,1
08/05/2018,43.4,2
08/05/2018,43.3,3
08/05/2018,42.53,4
08/05/2018,42.52,5
08/05/2018,42.67,6
08/05/2018,47.7,7
08/05/2018,66,8
08/05/2018,67,9
08/05/2018,56,10
08/05/2018,44.11,11
08/05/2018,43.75,12
08/05/2018,43.4,13
08/05/2018,42.4,14
08/05/2018,38.56,15
08/05/2018,42.96,16
08/05/2018,50.49,17
08/05/2018,64.01,18
08/05/2018,64,19
08/05/2018,63,20
08/05/2018,66,21
08/05/2018,67.86,22
08/05/2018,44.1,23
09/05/2018,49.67,0
09/05/2018,43.89,1
09/05/2018,44.38,2
09/05/2018,43.89,3
09/05/2018,43.89,4
09/05/2018,43.56,5
09/05/2018,45.88,6
09/05/2018,53.86,7
09/05/2018,66.16,8
09/05/2018,69.41,9
09/05/2018,51.93,10
09/05/2018,44.18,11
09/05/2018,42.89,12
09/05/2018,42.69,13
09/05/2018,40,14
09/05/2018,39.99,15
09/05/2018,42.05,16
09/05/2018,44.88,17
09/05/2018,56.7,18
09/05/2018,62,19
09/05/2018,65.62,20
09/05/2018,64.06,21
09/05/2018,62.84,22
09/05/2018,47.48,23
10/05/2018,58,0
10/05/2018,47.9,1
10/05/2018,44.9,2
10/05/2018,43.7,3
10/05/2018,39.01,4
10/05/2018,38,5
10/05/2018,43.66,6
10/05/2018,49.7,7
10/05/2018,65,8
10/05/2018,67,9
10/05/2018,55,10
10/05/2018,45.7,11
10/05/2018,45.71,12
10/05/2018,49.4,13
10/05/2018,48.2,14
10/05/2018,48,15
10/05/2018,45.71,16
10/05/2018,54,17
10/05/2018,56.3,18
10/05/2018,65.01,19
10/05/2018,70.8,20
10/05/2018,71.89,21
10/05/2018,70,22
10/05/2018,52,23
11/05/2018,78,0
11/05/2018,64,1
11/05/2018,49.99,2
11/05/2018,47.74,3
11/05/2018,41.6,4
11/05/2018,37.99,5
11/05/2018,43.07,6
11/05/2018,46.7,7
11/05/2018,66.5,8
11/05/2018,65.3,9
11/05/2018,50.29,10
11/05/2018,44,11
11/05/2018,43.48,12
11/05/2018,41,13
11/05/2018,40,14
11/05/2018,39.96,15
11/05/2018,39.91,16
11/05/2018,44.23,17
11/05/2018,49.41,18
11/05/2018,55.66,19
11/05/2018,64.62,20
11/05/2018,68,21
11/05/2018,70,22
11/05/2018,53.01,23
12/05/2018,43.81,0
12/05/2018,43.15,1
12/05/2018,43,2
12/05/2018,43.91,3
12/05/2018,46,4
12/05/2018,46,5
12/05/2018,46.01,6
12/05/2018,46,7
12/05/2018,43.97,8
12/05/2018,52,9
12/05/2018,58,10
12/05/2018,60,11
12/05/2018,58,12
12/05/2018,50.6,13
12/05/2018,46.19,14
12/05/2018,44,15
12/05/2018,43.19,16
12/05/2018,49.6,17
12/05/2018,58,18
12/05/2018,69,19
12/05/2018,64.4,20
12/05/2018,65.8,21
12/05/2018,64,22
12/05/2018,53,23
13/05/2018,56,0
13/05/2018,49.7,1
13/05/2018,48.73,2
13/05/2018,47.99,3
13/05/2018,45.8,4
13/05/2018,45.8,5
13/05/2018,44.32,6
13/05/2018,44.21,7
13/05/2018,44.04,8
13/05/2018,44.8,9
13/05/2018,48.5,10
13/05/2018,58.6,11
13/05/2018,62,12
13/05/2018,56,13
13/05/2018,48,14
13/05/2018,46.22,15
13/05/2018,44.5,16
13/05/2018,46.23,17
13/05/2018,52.2,18
13/05/2018,57,19
13/05/2018,61.95,20
13/05/2018,63.5,21
13/05/2018,61,22
13/05/2018,44.1,23
14/05/2018,48.72,0
14/05/2018,45.85,1
14/05/2018,45,2
14/05/2018,45,3
14/05/2018,44,4
14/05/2018,40.95,5
14/05/2018,43.03,6
14/05/2018,48.72,7
14/05/2018,62,8
14/05/2018,68.3,9
14/05/2018,58,10
14/05/2018,46.22,11
14/05/2018,45.2,12
14/05/2018,44.7,13
14/05/2018,44.55,14
14/05/2018,44.36,15
14/05/2018,44.45,16
14/05/2018,50,17
14/05/2018,63,18
14/05/2018,64,19
14/05/2018,71.09,20
14/05/2018,69.91,21
14/05/2018,66,22
14/05/2018,45.1,23
15/05/2018,55,0
15/05/2018,46.6,1
15/05/2018,46,2
15/05/2018,44,3
15/05/2018,42.96,4
15/05/2018,42.94,5
15/05/2018,44.1,6
15/05/2018,57,7
15/05/2018,65.1,8
15/05/2018,70.2,9
15/05/2018,63.4,10
15/05/2018,54,11
15/05/2018,49.1,12
15/05/2018,45.98,13
15/05/2018,45.91,14
15/05/2018,45.78,15
15/05/2018,45.06,16
15/05/2018,54,17
15/05/2018,65,18
15/05/2018,64,19
15/05/2018,63,20
15/05/2018,51.2,21
15/05/2018,51.4,22
15/05/2018,41.4,23
16/05/2018,59,0
16/05/2018,51.9,1
16/05/2018,49.95,2
16/05/2018,46.4,3
16/05/2018,41.91,4
16/05/2018,41.09,5
16/05/2018,46,6
16/05/2018,53.76,7
16/05/2018,51.96,8
16/05/2018,62.99,9
16/05/2018,67,10
16/05/2018,58.1,11
16/05/2018,60,12
16/05/2018,57.04,13
16/05/2018,52,14
16/05/2018,47.55,15
16/05/2018,50,16
16/05/2018,65,17
16/05/2018,70,18
16/05/2018,72.6,19
16/05/2018,68,20
16/05/2018,60,21
16/05/2018,62,22
16/05/2018,45.7,23
17/05/2018,57,0
17/05/2018,46.02,1
17/05/2018,45,2
17/05/2018,44.82,3
17/05/2018,44.32,4
17/05/2018,44.31,5
17/05/2018,44.5,6
17/05/2018,52.03,7
17/05/2018,55.09,8
17/05/2018,68,9
17/05/2018,58,10
17/05/2018,48,11
17/05/2018,45.56,12
17/05/2018,45.54,13
17/05/2018,45.5,14
17/05/2018,45.5,15
17/05/2018,44,16
17/05/2018,49.1,17
17/05/2018,60.6,18
17/05/2018,68,19
17/05/2018,70,20
17/05/2018,67.4,21
17/05/2018,71.95,22
17/05/2018,46.51,23
18/05/2018,62.55,0
18/05/2018,46.74,1
18/05/2018,45.51,2
18/05/2018,45.3,3
18/05/2018,43.73,4
18/05/2018,43.74,5
18/05/2018,44.74,6
18/05/2018,54.08,7
18/05/2018,54.36,8
18/05/2018,70,9
18/05/2018,65.8,10
18/05/2018,55.01,11
18/05/2018,48.23,12
18/05/2018,47.01,13
18/05/2018,48,14
18/05/2018,46.33,15
18/05/2018,46.63,16
18/05/2018,50,17
18/05/2018,65.7,18
18/05/2018,70.3,19
18/05/2018,71.3,20
18/05/2018,67.1,21
18/05/2018,66,22
18/05/2018,53.3,23
19/05/2018,65.5,0
19/05/2018,48.58,1
19/05/2018,57.1,2
19/05/2018,54.9,3
19/05/2018,49.6,4
19/05/2018,48,5
19/05/2018,45.32,6
19/05/2018,43,7
19/05/2018,55.6,8
19/05/2018,66.07,9
